film_name,year,song_name,singer(s),music_director,lyricist,duration
Chandigarh Kare Aashiqui,2021,Chandigarh Kare Aashiqui,"Sachin–Jigar , Jassi Sidhu , IP Singh","Sachin–Jigar, Tanishk Bagchi",IP Singh,2:33
Chandigarh Kare Aashiqui,2021,Tumbe Te Zumba,Sukhwinder Singh,"Sachin–Jigar, Tanishk Bagchi",IP Singh,2:50
Chandigarh Kare Aashiqui,2021,Kalle Kalle,Priya Saraiya,"Sachin–Jigar, Tanishk Bagchi",Priya Saraiya,3:47
Chandigarh Kare Aashiqui,2021,Kheench Te Nach,"Vishal Dadlani , Shalmali Kholgade , Brijesh Shandilya","Sachin–Jigar, Tanishk Bagchi",Vayu,3:10
Chandigarh Kare Aashiqui,2021,Maafi,Ayushmann Khurrana,"Sachin–Jigar, Tanishk Bagchi",Priya Saraiya,4:20
Chandigarh Kare Aashiqui,2021,Attraction,"Mika Singh , Priya Saraiya","Sachin–Jigar, Tanishk Bagchi",Priya Saraiya,3:09
Chandigarh Kare Aashiqui,2021,Maafi - Vibe Mix,Jubin Nautiyal,"Sachin–Jigar, Tanishk Bagchi",Priya Saraiya,4:45
Chandigarh Kare Aashiqui,2021,Chandigarh Kare Aashiqui 2.0 (Music by Tanishk Bagchi ),"Guru Randhawa , Jassi Sidhu, Zahrah S. Khan","Sachin–Jigar, Tanishk Bagchi",Vayu,3:05
Tadap,2021,Tumse Bhi Zyada,Arijit Singh,"Songs:, Pritam, Background Score:, John Stewart Eduri",,5:19
Tadap,2021,Tere Siva Jag Mein,"Shilpa Rao , Darshan Raval , Shashwat Singh , Rap By: Charan","Songs:, Pritam, Background Score:, John Stewart Eduri",,3:26
Tadap,2021,Tu Mera Hogaya Hai,Jubin Nautiyal,"Songs:, Pritam, Background Score:, John Stewart Eduri",,5:09
Tadap,2021,Hoye Ishq Na,"B Praak , Dino James","Songs:, Pritam, Background Score:, John Stewart Eduri",,4:39
Tadap,2021,Tere Siva Jag Mein (Cafe Edit),Darshan Raval,"Songs:, Pritam, Background Score:, John Stewart Eduri",,3:35
Tadap,2021,Ae Dilla Marjaaniyaan,Neha Kakkar,"Songs:, Pritam, Background Score:, John Stewart Eduri",,4:14
Tadap,2021,Tu Mera Hogaya Hai (Encore),Javed Ali,"Songs:, Pritam, Background Score:, John Stewart Eduri",,5:10
Tadap,2021,Tere Siva Jag Mein (Reprise),"Mohammed Irfan , Asees Kaur","Songs:, Pritam, Background Score:, John Stewart Eduri",,3:03
Roohi,2021,Panghat,"Asees Kaur , Divya Kumar , Sachin–Jigar Rap: Mellow D","Songs:, Sachin–Jigar, Score:, Ketan Sodha",,2:59
Roohi,2021,Kiston,"Jubin Nautiyal , Sachin-Jigar","Songs:, Sachin–Jigar, Score:, Ketan Sodha",,2:41
Roohi,2021,"Nadiyon Paar (Let the Music Play Again) (Lyrics by IP Singh, Jigar Saraiya)","Shamur , Rashmeet Kaur, IP Singh, Sachin-Jigar","Songs:, Sachin–Jigar, Score:, Ketan Sodha",,2:44
Roohi,2021,Bhootni,Mika Singh,"Songs:, Sachin–Jigar, Score:, Ketan Sodha",,2:27
Roohi,2021,Bhauji,Divya Kumar,"Songs:, Sachin–Jigar, Score:, Ketan Sodha",,2:26
Mumbai Saga,2021,Shor Machega,"Yo Yo Honey Singh , Hommie Dilliwala",Yo Yo Honey Singh,"Hommie Dilliwala, Yo Yo Honey Singh",3:28
Mumbai Saga,2021,Danka Baja,Dev Negi,Payal Dev,Prashant Ingole,3:03
Mumbai Saga,2021,Lut Gaye,Jubin Nautiyal,Tanishk Bagchi,Manoj Muntashir,3:48
Bunty Aur Babli 2,2021,Tattoo Waaliye,"Neha Kakkar , Pardeep Sran","Score:, Julius Packiam, Songs:, Shankar–Ehsaan–Loy",,3:06
Bunty Aur Babli 2,2021,Luv Ju,Arijit Singh,"Score:, Julius Packiam, Songs:, Shankar–Ehsaan–Loy",,4:04
Bunty Aur Babli 2,2021,Bunty Aur Babli 2,"Siddharth Mahadevan , Bohemia","Score:, Julius Packiam, Songs:, Shankar–Ehsaan–Loy",,3:16
Bunty Aur Babli 2,2021,Dhik Chik,"Mika Singh , Sunidhi Chauhan","Score:, Julius Packiam, Songs:, Shankar–Ehsaan–Loy",,2:53
Radhe,2021,Seeti Maar,"Kamaal Khan, Iulia Vântur [ ro ]",Devi Sri Prasad,Shabbir Ahmed,4:03
Radhe,2021,Dil De Diya,"Kamaal Khan, Payal Dev",Himesh Reshammiya,Shabbir Ahmed,4:46
Radhe,2021,Radhe – Title Track,Sajid Khan,Sajid–Wajid,Sajid Khan,3:01
Radhe,2021,Zoom Zoom,"Ash King , Iulia Vantur, Sajid Khan",Sajid–Wajid,Kunaal Vermaa,3:44
Nail Polish,2021,Gustakh Mausam,Vibha Saraf & Ronit Chaterji,Sanjay Wandrekar,,3:13
Ramprasad Ki Tehrvi,2021,Bulawa Aaya Re,"K. Mohan, Abhigyan Dasgupta, Sagar Desai",Sagar Desai,,4:47
Ramprasad Ki Tehrvi,2021,Aisa Hai Kyun,"Neeraj Pandey, Rachita Arora",Sagar Desai,,3:47
Ramprasad Ki Tehrvi,2021,Ek Adhoora Kaam,"Arnab Chakraborty, Ninad Kamat",Sagar Desai,,3:36
Ramprasad Ki Tehrvi,2021,Jo Ghum Hua Ha,Sapna Sand,Sagar Desai,,4:10
Kaagaz,2021,Laalam Laal,Rajnigandha Shekhawat,Pravesh Mallick,Aseem Ahmed Abbasee,4:21
Kaagaz,2021,Bailgadi,"Udit Narayan , Alka Yagnik",Pravesh Mallick,Rashmi Virag,4:28
Kaagaz,2021,Jug Jug Jiyo,Rahul Jain,Rahul Jain,"Aseem Ahmed Abbasee, Kunaal Vermaa",4:57
Kaagaz,2021,Jug Jug Jiyo (Reprise),Rahul Jain,Rahul Jain,"Aseem Ahmed Abbasee, Kunaal Vermaa",5:14
Kaagaz,2021,Bulaave,Papon,ceAzer,Shweta Raj,3:56
Kaagaz,2021,Poetry of Kaagaz,"Salman Khan , Rahul Jain",Rahul Jain,Aseem Ahmed Abbasee,2:30
The Power,2021,Oh Saaiyaan,"Arijit Singh , Raj Pandit",Salim–Sulaiman,Kumaar,3:21
The Power,2021,Oh Saaiyaan (Female Version),Aishwarya Pandit,Salim–Sulaiman,Kumaar,2:26
Madam Chief Minister,2021,Chidi Chidi,Swanand Kirkire,Mangesh Dhakde,,2:15
The Girl on the Train,2021,Chhal Gaya Chhalaa,Sukhwinder Singh,Sunny and Inder Bawra,,4:10
The Girl on the Train,2021,Matlabi Yariyan,Neha Kakkar,Vipin Patwa,,4:06
The Girl on the Train,2021,Mahi Mera Ranjha,"Navraj Hans , Jonita Gandhi",Sunny and Inder Bawra,,4:14
The Girl on the Train,2021,Matlabi Yariyan (Unplugged),Parineeti Chopra,Vipin Patwa,,4:30
Mera Fauji Calling,2021,Peer Meri Piya Jaane Na,Rabbani Mustafa Khan,Harpriet Singh Vig,"Pooja Saini, Traditional",3:56
Mera Fauji Calling,2021,Hum Apne Watan Pe Mar Gaye,Divya Kumar,Sajjad Ali Chandwani,A. M. Turaz,6:00
Mera Fauji Calling,2021,Bheeni Bheeni (Male Version),Sonu Nigam,Vijay Verma,Rajesh Manthan,4:25
Mera Fauji Calling,2021,Aa Zindagi Tujhe Zara Sa Ji Toh,Hariharan,Vijay Verma,Rajesh Manthan,4:06
Mera Fauji Calling,2021,Mera Aasmaan Hai Papa,Shalini Prateek Sinha,Vijay Verma,Shakeel Azmi,3:55
Mera Fauji Calling,2021,Bheeni Bheeni Si,Pratibha Singh Baghel,Vijay Verma,Rajesh Manthan,4:27
Time to Dance,2021,Aaye Haaye,"Vishal Mishra, Millind Gaba , Aditi Singh Sharma",Vishal Mishra,Kumaar,2:47
Time to Dance,2021,Baby! Tu Na Jaa,"Gurinder Seagal, Jonita Gandhi",Gurinder Seagal,Kunaal Vermaa,4:19
Time to Dance,2021,Thok De Killi,Navraj Hans,Rochak Kohli,Kumaar,3:10
Time to Dance,2021,Time To Dance - Title Track,"Vishal Mishra, Neeti Mohan",Vishal Mishra,Kumaar,5:20
Time to Dance,2021,Munde Mar Gaye,Guru Randhawa,Guru Randhawa — Vee,Guru Randhawa,2:45
Time to Dance,2021,Get Down To Groove,"Shivang Upadhyay, Geet Sagar, Neha Karode",Vijay Verma,Geet Sagar,2:37
Time to Dance,2021,Hathon Se Yoon,Raja Hasan,Vijay Verma,Rajesh Manthan,4:33
Time to Dance,2021,I Saw You,Neha Karode,Vijay Verma,Neha Karode,0:50
Time to Dance,2021,We Are One,Geet Sagar,Vijay Verma,Geet Sagar,0:51
Time to Dance,2021,You Become Me,Geet Sagar,Vijay Verma,Geet Sagar,0:52
Time to Dance,2021,Common Dance,"Amrita Talukder, Geet Sagar",Vijay Verma,"Amrita Talukder, Geet Sagar",0:42
Time to Dance,2021,Tender Touch,Geet Sagar,Vijay Verma,Geet Sagar,1:07
Time to Dance,2021,Re Sara,Geet Sagar,Vijay Verma,Geet Sagar,1:27
Time to Dance,2021,Now I Know,SKD,Vijay Verma,Geet Sagar,1:21
Time to Dance,2021,Spanish Big Drums (Instrumental Theme),—,Vijay Verma,—,2:08
Sandeep Aur Pinky Faraar,2021,Faraar,Anu Malik,Anu Malik,"Anu Malik, Dibakar Banerjee",5:42
Sandeep Aur Pinky Faraar,2021,Don,"Pardhaan, Narendra Chandra",Narendra Chandra,"Pardhaan, Narendra Chandra",2:46
Sandeep Aur Pinky Faraar,2021,iPhone,Sohaan Khan,Narendra Chandra,"Narendra Chandra, Sangeeta Chandra",3:27
Sandeep Aur Pinky Faraar,2021,Maata Dharti Par Aaja,Kamlesh Haripuri,"Dibakar Banerjee, Kamlesh Haripuri","Dibakar Banerjee, Kamlesh Haripuri",1:42
Sandeep Aur Pinky Faraar,2021,Maa Ka Bulaava Aayega,Mangesh Shirke,"Dibakar Banerjee, Kamlesh Haripuri",Kamlesh Haripuri,0:56
Pagglait,2021,Dill Udd Jaa Re,"Neeti Mohan , Sunny M.R.","Arijit Singh, [, 1, ]",,5:03
Pagglait,2021,Thode Kam Ajnabi,Himani Kapoor,"Arijit Singh, [, 1, ]",,4:58
Pagglait,2021,Phire Faqeera,"Raja Kumari , Amrita Singh, Arijit Singh","Arijit Singh, [, 1, ]",,5:41
Pagglait,2021,Meera's Poem,Jhumpa Mondal,"Arijit Singh, [, 1, ]",,3:35
Pagglait,2021,Pagglait (Title Track),"Amrita Singh, Raftaar , Arijit Singh","Arijit Singh, [, 1, ]",,3:49
Pagglait,2021,Lamha,Antara Mitra,"Arijit Singh, [, 1, ]",,3:38
Pagglait,2021,Radha's Poem,Chinmayi Sripada,"Arijit Singh, [, 1, ]",,3:42
Pagglait,2021,Dil Udd Ja Re (Revisited),"Meghna Mishra , Arijit Singh","Arijit Singh, [, 1, ]",,5:34
Pagglait,2021,Lamha (Reprise),Sumana Banerjee,"Arijit Singh, [, 1, ]",,4:20
Pagglait,2021,Thode Kam Ajnabi (Reprise),"Himani Kapoor, Arijit Singh","Arijit Singh, [, 1, ]",,5:01
Pagglait,2021,Pagal,"Raja Kumari , Amrita Singh","Arijit Singh, [, 1, ]",,5:38
Pagglait,2021,Lamha (Revisited),"Antara Mitra, Arijit Singh","Arijit Singh, [, 1, ]",,3:39
Pagglait,2021,Designs Are Movement Of Life,Arijit Singh,"Arijit Singh, [, 1, ]",,1:24
Pagglait,2021,Loss Is All That Is Left,Arijit Singh,"Arijit Singh, [, 1, ]",,1:16
Pagglait,2021,Desire Makes Reality,Arijit Singh,"Arijit Singh, [, 1, ]",,7:36
Pagglait,2021,Confusion,Arijit Singh,"Arijit Singh, [, 1, ]",,1:23
Pagglait,2021,Choice And Decision,Arijit Singh,"Arijit Singh, [, 1, ]",,8:33
Pagglait,2021,Beraho (Love Is Melancholic),Arijit Singh,"Arijit Singh, [, 1, ]",,6:10
Pagglait,2021,A Prayer,Arijit Singh,"Arijit Singh, [, 1, ]",,1:30
Pagglait,2021,Every Time When I Realise,Arijit Singh,"Arijit Singh, [, 1, ]",,3:45
Pagglait,2021,A Catalyst Thought,Arijit Singh,"Arijit Singh, [, 1, ]",,1:51
Pagglait,2021,New Beginning,Arijit Singh,"Arijit Singh, [, 1, ]",,1:14
Pagglait,2021,Holding On To The Last Attachment,Arijit Singh,"Arijit Singh, [, 1, ]",,3:13
Pagglait,2021,On Beautiful Unknown,Arijit Singh,"Arijit Singh, [, 1, ]",,1:10
Saina,2021,Exordium,—,Amaal Malik,—,1:20
Saina,2021,Chal Wahin Chalein,Shreya Ghoshal,Amaal Malik,Manoj Muntashir,5:10
Saina,2021,The Staircase Of Life,Shreya Ghoshal,Amaal Malik,—,2:31
Saina,2021,Embrace Yourself,Shreya Ghoshal,Amaal Malik,—,1:38
Saina,2021,Parinda,Amaal Mallik,Amaal Malik,Manoj Muntashir,5:14
Saina,2021,One Point For The Sky,—,Amaal Malik,—,1:52
Saina,2021,A Mother's Love,Suvarna Tiwari,Amaal Malik,Manoj Muntashir,1:14
Saina,2021,Confluence Of Dreams,—,Amaal Malik,—,1:22
Saina,2021,Main Hoon Na Tere Saath,Armaan Malik,Amaal Malik,Kunaal Vermaa,5:27
Saina,2021,A Rally Of Love & Success,—,Amaal Malik,—,1:46
Saina,2021,The Curse Of A Champion,Snigdha Pious,Amaal Malik,—,3:06
Saina,2021,Hall Of Mirrors,Shreya Ghoshal,Amaal Malik,—,3:38
Saina,2021,The Sword Of Saina,Suzanne D'Mello,Amaal Malik,—,3:00
Koi Jaane Na,2021,Har Funn Maula,"Vishal Dadlani , Zara Khan",Tanishk Bagchi,Amitabh Bhattacharya,4:07
Koi Jaane Na,2021,Ishq Karo Dil Se,Jubin Nautiyal,Amaal Mallik,Kumaar,4:23
Koi Jaane Na,2021,Jaane De,B Praak,Rochak Kohli,Manoj Muntashir,3:35
Koi Jaane Na,2021,Koi Jaane Na - Title Track,"Armaan Malik , Tulsi Kumar , Amaal Mallik",Amaal Mallik,Kumaar,4:31
Koi Jaane Na,2021,Zindagi Ki Yahi Reet Hai,Soumitra Dev Burman,Rochak Kohli,Manoj Muntashir,3:53
Koi Jaane Na,2021,Rabb Manneya,"Lakhwinder Wadali , Neeti Mohan","Rochak Kohli, Vikram Nagi","Manoj Muntashir, Sham Deewana",4:15
Koi Jaane Na,2021,Rabb Manneya (Version 2) (unreleased),Atif Aslam,Not released due to Indo-Pak issue,,4:13
Koi Jaane Na,2021,Koi Jaane Na - Title Track 2 (unreleased),"Atif Aslam , Tulsi Kumar",Removed from movie after Indo-Pak issue,,4:30
The Big Bull,2021,Ishq Namazaa,Ankit Tiwari,Gourov Dasgupta,Kunwar Juneja,4:25
The Big Bull,2021,Yalgaar (The Big Bull),CarryMinati,Wily Frenzy,CarryMinati,3:15
The Big Bull,2021,Hawaon Ke Sheher Mein,Yasser Desai,Gourov Dasgupta,Kunwar Juneja,4:57
The Big Bull,2021,Paise Ka Nasha,Sunidhi Chauhan,Mehul Vyas,Anil Verma,2:56
Hello Charlie,2021,One Two One Two Dance,Nakash Aziz,Tanishk Bagchi,Vayu,3:36
Hello Charlie,2021,Soneya Ve,"Kanika Kapoor , Jasbir Jassi",Kanika Kapoor,Kumaar,2:36
Hello Charlie,2021,Gypsy Guitar,Yasser Desai,Gourov Dasgupta,Shellee,3:31
Hello Charlie,2021,Chandareya Chumka,"Kiranee, Don D Marley, Simerjit Kumar","Rishi Rich , Kiranee, Don D Marley",Kumaar,2:41
99 Songs,2021,O Aashiqa,"A. R. Rahman , Shashwat Singh",A. R. Rahman,Navneet Virk,5:24
99 Songs,2021,Sofia,"A. R. Rahman , Shashwat Singh",A. R. Rahman,Navneet Virk,4:35
99 Songs,2021,Nayi Nayi,"Shashwat Singh , Raftaar",A. R. Rahman,"Raftaar , Navneet Virk",4:52
99 Songs,2021,Humnawaa,"Armaan Malik , Shashaa Tirupati",A. R. Rahman,"Dilshad Shabbir Shaikh, Abhay Jodhpurkar",3:21
99 Songs,2021,Jwalamukhi (Male Version),Arijit Singh,A. R. Rahman,Navneet Virk,4:08
99 Songs,2021,Soja Soja,Shashaa Tirupati,A. R. Rahman,Navneet Virk,5:25
99 Songs,2021,Sai Shirdi Sai,"A. R. Rahman, Bela Shende",A. R. Rahman,"Munna Shaukat, Navneet Virk",6:03
99 Songs,2021,Teri Nazar,Shashwat Singh,A. R. Rahman,"Dilshaad Shabbir Shaikh, Navneet Virk",4:03
99 Songs,2021,Jwalamukhi (Female Version),"Shashwat Singh , Poorvi Koutish",A. R. Rahman,Navneet Virk,5:07
99 Songs,2021,Gori Godh Bhari,"Anuradha Sriram , Alka Yagnik , Shweta Mohan",A. R. Rahman,Navneet Virk,4:49
99 Songs,2021,O Mera Chand,Bela Shende,A. R. Rahman,Navneet Virk,4:16
99 Songs,2021,Veere Kadh De,"Sarthak Kalyani, Swagat Rathod",A. R. Rahman,"Navneet Virk, Shiv",3:38
99 Songs,2021,The Voice Without Words,Poorvi Koutish,A. R. Rahman,Navneet Virk,4:13
99 Songs,2021,The Oracle,Instrumental,A. R. Rahman,–,3:02
Ajeeb Daastaans,2021,Sang Rehna,"Alokananda Dasgupta, Ronkini Gupta",Alokananda Dasgupta,Varun Grover,2:42
Ajeeb Daastaans,2021,Paani Mein Aag,"John Stewart Eduri, Shashank Khaitan, Jahnavi Kejriwal",John Stewart Eduri,Shashank Khaitan,2:15
Ajeeb Daastaans,2021,Ajeeb Daastaans Title Track,Shailendra Barve,Shailendra Barve,Shailendra Barve,2:38
Hum Bhi Akele Tum Bhi Akele,2021,Bullah Ki Jaana,Adil Rasheed,Oni-Adil,Bulleh Shah,4:16
Hum Bhi Akele Tum Bhi Akele,2021,Mashhoor Hai Tu,Adil Rasheed,Oni-Adil,Sourabh Negi,3:59
Hum Bhi Akele Tum Bhi Akele,2021,Nazdeekiyan,Adil Rasheed,Oni-Adil,Sourabh Negi,4:48
Hum Bhi Akele Tum Bhi Akele,2021,Hai Nahin,Adil Rasheed,Oni-Adil,Pratyush Prakash,3:40
Hum Bhi Akele Tum Bhi Akele,2021,Nazdeekiyan (Female version),Parul Mishra,Oni-Adil,Sourabh Negi,5:23
Sardar Ka Grandson,2021,Jee Ni Karda,"Jass Manak , Manak-E, Nikhita Gandhi","Score:, Gulraj Singh, Songs:, Tanishk Bagchi",Tanishk Bagchi,3:08
Sardar Ka Grandson,2021,Main Teri Ho Gayi,"Millind Gaba , Pallavi Gaba","Score:, Gulraj Singh, Songs:, Tanishk Bagchi","Millind Gaba, Tanishk Bagchi, Happy Raikoti",2:56
Sardar Ka Grandson,2021,Dil Nahin Todna,"Zara Khan, Tanishk Bagchi","Score:, Gulraj Singh, Songs:, Tanishk Bagchi",Tanishk Bagchi,3:57
Sardar Ka Grandson,2021,Bandeya,Divya Kumar,"Score:, Gulraj Singh, Songs:, Tanishk Bagchi",Manoj Muntashir,2:50
Sardar Ka Grandson,2021,Bandeya (Film Version),Divya Kumar,"Score:, Gulraj Singh, Songs:, Tanishk Bagchi",Manoj Muntashir,4:37
Shaadisthan,2021,Yeh Sach,"Mansheel Gujral, Ajay Jayanthi, Apurv Dogra","Nakul Sharma, Sahil Bhatia","Sahil Bhatia, Nakul Sharma, Apurv Dogra",4:27
Shaadisthan,2021,Leheriyera,"Isheeta Chakrvarty, Swaroop Khan, Ajay Jayanthi, Apurv Dogra","Nakul Sharma, Sahil Bhatia","Nakul Sharma, Sahil Bhatia, Ajay Jayanthi, Kunal Singh Chauhan",3:57
Shaadisthan,2021,Hichki,"Isheeta Chakrvarty, Swaroop Khan","Nakul Sharma, Sahil Bhatia","Swaroop Khan, Surbhi Dashputra",5:07
Shaadisthan,2021,Kirpa Karo,Swaroop Khan,"Nakul Sharma, Sahil Bhatia, Swaroop Khan",Amir Khusrau,4:01
Shaadisthan,2021,Secret Annexe,Instrumental,Ajay Jayanthi,-,4:11
Shaadisthan,2021,The Pushkar Song,Instrumental,Ajay Jayanthi,-,1:49
Sherni,2021,Main Sherni [ 16 ],Akasa Singh Rap by: Raftaar,Utkarsh Dhotekar,Raghav,3:28
Sherni,2021,Bandar Baant,"Aishwarya Joshi, Roshan Khan",Bandish Projekt,Hussain Haidry,3:16
Haseen Dillruba,2021,Dil Melt Karda,"Navraj Hans , Nikhita Gandhi","Songs:, Amit Trivedi, Score:, Amar Mangrulkar",Varun Grover,3:21
Haseen Dillruba,2021,Phisal Jaa Tu,Abhijeet Srivastava,"Songs:, Amit Trivedi, Score:, Amar Mangrulkar",Kshitij Patwardhan,4:01
Haseen Dillruba,2021,Milaa Yun,"Yashita Sharma, Abhay Jodhpurkar","Songs:, Amit Trivedi, Score:, Amar Mangrulkar",Kshitij Patwardhan,3:41
Haseen Dillruba,2021,Lakeeran,"Asees Kaur , Devenderpal Singh","Songs:, Amit Trivedi, Score:, Amar Mangrulkar",Sidhant Mago,3:32
Haseen Dillruba,2021,Milaa Yun (Slow Version),"Yashita Sharma , Abhay Jodhpurkar","Songs:, Amit Trivedi, Score:, Amar Mangrulkar",Kshitij Patwardhan,1:43
Toofaan,2021,Toofaan (Title Track),Siddharth Mahadevan,Shankar–Ehsaan–Loy,Javed Akhtar,4:39
Toofaan,2021,Todun Taak,D'Evil,Dub Sharma,D'Evil,3:07
Toofaan,2021,Star Hai Tu,"Himani Kapoor , Siddharth Mahadevan, Divya Kumar",Shankar–Ehsaan–Loy,Javed Akhtar,4:34
Toofaan,2021,Jo Tum Aa Gaye Ho,Arijit Singh,Samuel–Akanksha,"Javed Akhtar, Manoj Kumar Nath",3:59
Toofaan,2021,Purvaiya,Shankar Mahadevan,Shankar–Ehsaan–Loy,Javed Akhtar,4:38
Toofaan,2021,Ananya,Arijit Singh,Shankar–Ehsaan–Loy,Javed Akhtar,3:52
Toofaan,2021,Dekh Toofaan Aaya Hai,D'Evil,Shankar–Ehsaan–Loy,D'Evil,2:34
Toofaan,2021,Ganpati Vandana,"Meenal Jain, Vedanti Satyajit Prabhu",Shankar–Ehsaan–Loy,Traditional,3:07
Toofaan,2021,Gehre Andhere,Vishal Dadlani,Daniel Lozinski,Javed Akhtar,2:09
14 Phere,2021,Hum Dono Yun Mile,"Raajeev V. Bhalla, Riya Duggal, Rashi Harmalkar","Raajeev V. Bhalla, JAM8",Raajeev V. Bhalla,3:36
14 Phere,2021,Chamak,"Raajeev V. Bhalla, Sharvi Yadav, Pinky Maidasani","Raajeev V. Bhalla, JAM8",Raajeev V. Bhalla,3:12
14 Phere,2021,Ghodi Chadhke,"Raajeev V. Bhalla, Rekha Bhardwaj , Keka Ghoshal, Ravi Mishra","Raajeev V. Bhalla, JAM8",Pallavi Mahajan,3:19
14 Phere,2021,Aag Ka Dariya,"Raajeev V. Bhalla, Romy, Rajnigandha Shekhawat","Raajeev V. Bhalla, JAM8",Geet Sagar,3:31
14 Phere,2021,Hai Tu,"Raajeev V. Bhalla, Himani Kapoor , Sarvpreet Singh","Raajeev V. Bhalla, JAM8",Geet Sagar,5:15
14 Phere,2021,Shor Sharaba,"Raajeev V. Bhalla, Brijesh Shandilya , Rajnigandha Shekhawat, Shloke Lal","Raajeev V. Bhalla, JAM8",Shloke Lal,3:19
Hungama 2,2021,Chura Ke Dil Mera 2.0 (Lyrics by Rani Malik),"Benny Dayal , Anmol Malik","Songs:, Anu Malik, Score:, Ronnie Raphael",,4:45
Hungama 2,2021,Chinta Na Kar,"Nakash Aziz , Neeti Mohan","Songs:, Anu Malik, Score:, Ronnie Raphael",,3:38
Hungama 2,2021,Hungama Ho Gaya,"Mika Singh , Anmol Malik","Songs:, Anu Malik, Score:, Ronnie Raphael",,4:25
Hungama 2,2021,Pehli Baar,Benny Dayal,"Songs:, Anu Malik, Score:, Ronnie Raphael",,4:15
Hungama 2,2021,Aao Chalen Hum,"Antara Mitra , Nakash Aziz","Songs:, Anu Malik, Score:, Ronnie Raphael",,3:50
Mimi,2021,Param Sundari,Shreya Ghoshal,A. R. Rahman,,3:20
Mimi,2021,Rihaayi De,A. R. Rahman,A. R. Rahman,,6:05
Mimi,2021,Yaane Yaane,Rakshita Suresh,A. R. Rahman,,3:24
Mimi,2021,Hututu,Shashaa Tirupati,A. R. Rahman,,3:52
Mimi,2021,Phuljhadiyon,Shilpa Rao,A. R. Rahman,,2:59
Mimi,2021,Choti Si Chiraiya,Kailash Kher,A. R. Rahman,,4:35
Mimi,2021,Rock A Bye Baby,"Julia Gartha, Khatija Rahman",A. R. Rahman,,3:45
Shershaah,2021,Raataan Lambiyan,"Jubin Nautiyal , Asees Kaur",Tanishk Bagchi,Tanishk Bagchi,3:50
Shershaah,2021,Ranjha,"B Praak , Jasleen Royal , Romy",Jasleen Royal,Anvita Dutt,3:48
Shershaah,2021,Kabhii Tumhhe (Male Version),Darshan Raval,Javed–Mohsin,Rashmi Virag,3:50
Shershaah,2021,Jai Hind Ki Senaa,Vikram Montrose,Vikram Montrose,Manoj Muntashir,2:31
Shershaah,2021,Kabhii Tumhhe (Female Version),Palak Muchhal,Javed–Mohsin,Rashmi Virag,3:38
Shershaah,2021,Mann Bharryaa 2.0,B Praak,B Praak,Jaani,4:26
Chehre,2021,Rang Dariya,Yasser Desai,Gourov Dasgupta,Farhan Memon,4:56
Chehre,2021,Chehre - Title Track,Amitabh Bachchan,Vishal–Shekhar,Rumy Jafry,3:07
Chehre,2021,Rang Dariya (Reprise),Raj Barman,Gourov Dasgupta,Farhan Memon,4:57
Chehre,2021,Chehre - Title Track (Reprise),Shekhar Ravjiani,Vishal–Shekhar,Rumy Jafry,3:03
Helmet,2021,Doli,Brijesh Shandilya,Tanishk-Vayu,Vayu,2:46
Helmet,2021,Barbaad (Duet Version),"Goldboy, Shipra Goyal",Nirmaan,Nirmaan,2:25
Helmet,2021,Mauka Mauka,Shubham Shirule,JAM8,Shloke Lal,3:13
Helmet,2021,Band Baj Gaya,"Tony Kakkar , Vibhor Parashar",Tony Kakkar,Tony Kakkar,2:33
Helmet,2021,Barbaad (Male Version),Goldboy,Nirmaan,Nirmaan,4:25
Bhoot Police,2021,Aayi Aayi Bhoot Police,"Vishal Dadlani , Sunidhi Chauhan , Mellow D","Songs:, Sachin–Jigar, Background Score:, Clinton Cerejo",Kumaar,4:46
Bhoot Police,2021,Mujhe Pyaar Pyaar Hai,"Armaan Malik , Shreya Ghoshal","Songs:, Sachin–Jigar, Background Score:, Clinton Cerejo",Priya Saraiya,5:11
Bhoot Police,2021,Raat Gayi So Baat Gayi,"Vishal Dadlani, Asees Kaur","Songs:, Sachin–Jigar, Background Score:, Clinton Cerejo",Kumaar,3:35
Kya Meri Sonam Gupta Bewafa Hai?,2021,Leke Pehla Pehla Pyaar,"Jassie Gill , Simran Kaur",Avvy Sra,Happy Raikoti,2:54
Kya Meri Sonam Gupta Bewafa Hai?,2021,Kuch Paas Mere,Jubin Nautiyal,Rahul Mishra,Manoj Muntashir,3:23
Kya Meri Sonam Gupta Bewafa Hai?,2021,Dil Pe Phod du,Rahul Mishra,Rahul Mishra,Manoj Muntashir,3:37
Kya Meri Sonam Gupta Bewafa Hai?,2021,Aur Is Dil Mein,Rahul Mishra,Rahul Mishra,Kunaal Vermaa,4:39
Kya Meri Sonam Gupta Bewafa Hai?,2021,Besharam Aashiq,"Rahul Mishra, Payal Dev , Romi",Rahul Mishra,Manoj Muntashir,3:36
Kya Meri Sonam Gupta Bewafa Hai?,2021,Wallpaper Maiyya Ka,"Payal Dev, Divya Kumar",Payal Dev,Manoj Muntashir,3:00
Thalaivii,2021,Mazhai Mazhai,Saindhavi Prakash,G. V. Prakash Kumar,,3:22
Thalaivii,2021,Unthan Kangalil Ennadiyo,"Nakul Abhyankar , Niranjana Ramanan",G. V. Prakash Kumar,,3:28
